angle01,angle02,angle03,angle11,angle12,angle13,angle21,angle22,angle23,angle31,angle32,angle33,angle41,angle42,angle43,label_id
0.92,0.89,0.94,0.82,0.97,0.98,0.83,0.97,0.96,0.85,1,0.98,0.89,0.98,0.99,4
0.92,0.89,0.93,0.82,0.97,0.98,0.82,0.97,0.96,0.84,0.99,0.98,0.88,0.98,0.99,4
0.91,0.89,0.94,0.83,0.97,0.98,0.83,0.97,0.97,0.85,0.99,0.99,0.89,0.97,0.99,4
0.91,0.89,0.93,0.82,0.97,0.98,0.83,0.97,0.96,0.84,0.99,0.99,0.88,0.97,0.99,4
0.92,0.9,0.93,0.82,0.96,0.98,0.82,0.97,0.97,0.84,0.99,0.98,0.88,0.97,0.99,4
0.91,0.9,0.93,0.83,0.97,0.98,0.83,0.97,0.96,0.85,0.99,0.98,0.89,0.97,0.99,4
0.92,0.89,0.94,0.83,0.97,0.98,0.83,0.97,0.96,0.85,0.99,0.99,0.89,0.97,0.99,4
0.92,0.89,0.94,0.82,0.97,0.98,0.83,0.96,0.96,0.85,0.99,0.98,0.89,0.98,0.99,4
0.93,0.9,0.94,0.82,0.97,0.98,0.82,0.97,0.96,0.85,0.99,0.98,0.89,0.98,0.99,4
0.92,0.91,0.94,0.81,0.97,0.98,0.81,0.97,0.97,0.84,0.99,0.98,0.88,0.97,0.99,4
0.92,0.91,0.94,0.81,0.98,0.98,0.81,0.98,0.98,0.84,0.99,0.98,0.88,0.98,0.99,4
0.92,0.93,0.92,0.81,0.98,0.98,0.81,0.98,0.98,0.83,0.98,0.98,0.87,0.99,0.99,4
0.92,0.96,0.91,0.86,0.99,0.98,0.82,0.97,0.98,0.82,0.97,0.98,0.83,0.98,0.99,4
0.92,0.95,0.91,0.84,0.99,0.99,0.82,0.96,0.98,0.82,0.96,0.98,0.84,0.98,0.99,4
0.92,0.94,0.91,0.81,0.98,0.98,0.81,0.96,0.98,0.82,0.96,0.98,0.86,0.98,0.99,4
0.92,0.96,0.92,0.82,0.98,0.98,0.81,0.96,0.98,0.83,0.96,0.98,0.85,0.97,0.99,4
0.92,0.96,0.91,0.82,0.99,0.98,0.81,0.96,0.98,0.83,0.96,0.98,0.85,0.97,0.99,4
0.93,0.93,0.91,0.8,0.97,0.98,0.81,0.96,0.98,0.84,0.96,0.98,0.89,0.98,0.99,4
0.92,0.95,0.95,0.82,0.96,0.98,0.82,0.94,0.97,0.85,0.94,0.98,0.88,0.97,0.99,4
0.89,0.92,0.94,0.77,0.96,0.98,0.82,0.94,0.95,0.87,0.96,0.98,0.92,0.99,0.99,4
0.85,0.92,0.93,0.79,0.93,0.95,0.85,0.93,0.93,0.89,0.95,0.98,0.92,0.97,0.99,4
0.86,0.92,0.93,0.81,0.93,0.96,0.87,0.93,0.94,0.91,0.94,0.98,0.92,0.97,0.98,4
0.85,0.91,0.93,0.8,0.92,0.96,0.86,0.91,0.94,0.9,0.94,0.98,0.91,0.96,0.99,4
0.84,0.91,0.93,0.8,0.91,0.94,0.86,0.91,0.91,0.9,0.93,0.97,0.91,0.94,0.98,4
0.84,0.92,0.93,0.81,0.91,0.95,0.87,0.92,0.93,0.91,0.94,0.98,0.91,0.94,0.99,4
0.84,0.91,0.93,0.81,0.91,0.94,0.87,0.91,0.91,0.91,0.93,0.96,0.91,0.94,0.99,4
0.84,0.92,0.93,0.82,0.9,0.94,0.88,0.9,0.92,0.92,0.91,0.97,0.91,0.93,0.99,4
0.79,0.93,0.95,0.86,0.91,0.98,0.7,0.4,0.83,0.68,0.39,0.86,0.67,0.43,0.89,5
0.8,0.93,0.96,0.86,0.89,0.97,0.73,0.38,0.84,0.68,0.4,0.88,0.64,0.46,0.91,5
0.82,0.9,0.97,0.84,0.91,0.97,0.76,0.33,0.86,0.69,0.37,0.86,0.6,0.48,0.9,5
0.81,0.89,0.96,0.83,0.92,0.98,0.74,0.32,0.89,0.66,0.37,0.84,0.54,0.5,0.87,5
0.81,0.88,0.94,0.8,0.93,0.98,0.71,0.33,0.89,0.62,0.38,0.83,0.53,0.49,0.87,5
0.81,0.88,0.97,0.8,0.94,0.98,0.7,0.34,0.9,0.62,0.38,0.82,0.54,0.48,0.85,5
0.81,0.87,0.99,0.79,0.94,0.98,0.7,0.34,0.91,0.64,0.37,0.83,0.57,0.47,0.83,5
0.79,0.86,0.99,0.79,0.95,0.98,0.71,0.36,0.9,0.67,0.36,0.83,0.61,0.46,0.82,5
0.81,0.86,0.96,0.78,0.96,0.98,0.72,0.36,0.89,0.68,0.34,0.87,0.62,0.44,0.84,5
0.82,0.87,0.96,0.78,0.94,0.97,0.73,0.38,0.9,0.68,0.38,0.9,0.62,0.47,0.84,5
0.81,0.87,0.97,0.77,0.93,0.98,0.71,0.41,0.9,0.67,0.39,0.89,0.62,0.47,0.84,5
0.81,0.88,0.97,0.78,0.93,0.98,0.71,0.41,0.89,0.67,0.38,0.89,0.63,0.45,0.84,5
0.81,0.89,0.98,0.77,0.93,0.98,0.71,0.42,0.88,0.67,0.39,0.88,0.63,0.45,0.83,5
0.79,0.89,0.98,0.78,0.93,0.97,0.76,0.39,0.87,0.73,0.36,0.89,0.69,0.42,0.83,5
0.79,0.89,0.99,0.77,0.94,0.97,0.74,0.38,0.86,0.73,0.34,0.89,0.7,0.39,0.83,5
0.78,0.89,1,0.78,0.94,0.97,0.74,0.38,0.86,0.73,0.34,0.89,0.71,0.38,0.83,5
0.71,0.88,0.96,0.79,0.96,0.98,0.82,0.22,0.89,0.81,0.22,0.9,0.77,0.27,0.85,5
0.73,0.89,0.97,0.79,0.96,0.97,0.81,0.24,0.89,0.81,0.23,0.91,0.77,0.3,0.84,5
0.73,0.9,0.97,0.79,0.96,0.97,0.82,0.24,0.89,0.81,0.24,0.91,0.76,0.31,0.84,5
0.73,0.88,0.94,0.8,0.97,0.97,0.85,0.17,0.91,0.83,0.21,0.89,0.78,0.27,0.84,5
0.76,0.89,0.96,0.79,0.96,0.97,0.83,0.21,0.91,0.82,0.23,0.92,0.77,0.3,0.84,5
0.78,0.9,0.95,0.81,0.97,0.97,0.82,0.21,0.91,0.82,0.24,0.92,0.77,0.31,0.85,5
0.79,0.89,0.94,0.81,0.98,0.97,0.83,0.19,0.91,0.83,0.23,0.92,0.77,0.29,0.86,5
0.79,0.9,0.94,0.8,0.97,0.97,0.82,0.22,0.89,0.82,0.24,0.91,0.76,0.31,0.86,5
0.79,0.9,0.94,0.81,0.98,0.97,0.84,0.14,0.92,0.84,0.19,0.93,0.79,0.26,0.88,5
0.79,0.91,0.95,0.81,0.97,0.97,0.83,0.17,0.91,0.84,0.19,0.93,0.79,0.27,0.88,5
0.82,0.89,0.95,0.82,0.98,0.98,0.86,0.11,0.93,0.86,0.18,0.93,0.79,0.26,0.9,5
0.81,0.9,0.95,0.8,0.97,0.98,0.82,0.14,0.91,0.84,0.19,0.93,0.78,0.25,0.89,5
0.82,0.91,0.97,0.8,0.97,0.97,0.79,0.24,0.87,0.8,0.25,0.89,0.75,0.31,0.87,5
0.83,0.89,0.97,0.78,0.97,0.97,0.79,0.24,0.87,0.79,0.24,0.9,0.75,0.31,0.87,5
0.82,0.9,0.98,0.77,0.97,0.97,0.76,0.29,0.87,0.76,0.28,0.88,0.72,0.33,0.86,5
0.82,0.9,0.97,0.78,0.97,0.98,0.78,0.24,0.87,0.79,0.25,0.89,0.74,0.31,0.87,5
0.82,0.89,0.97,0.79,0.97,0.98,0.81,0.17,0.89,0.82,0.21,0.92,0.77,0.26,0.89,5
0.81,0.9,0.98,0.78,0.97,0.97,0.77,0.27,0.86,0.77,0.28,0.88,0.72,0.33,0.86,5
0.81,0.91,0.98,0.76,0.96,0.98,0.74,0.3,0.86,0.74,0.3,0.87,0.71,0.34,0.84,5
0.81,0.91,0.98,0.77,0.96,0.97,0.77,0.25,0.87,0.77,0.26,0.89,0.73,0.32,0.86,5
0.8,0.91,0.98,0.77,0.96,0.98,0.75,0.28,0.86,0.75,0.29,0.87,0.71,0.33,0.84,5
0.79,0.91,0.99,0.76,0.96,0.97,0.73,0.31,0.86,0.73,0.31,0.86,0.7,0.34,0.83,5
0.8,0.91,0.98,0.76,0.94,0.97,0.72,0.34,0.85,0.72,0.33,0.84,0.69,0.37,0.81,5
0.81,0.91,0.98,0.78,0.95,0.97,0.75,0.29,0.84,0.76,0.29,0.86,0.72,0.33,0.83,5
0.81,0.91,0.98,0.79,0.97,0.98,0.77,0.28,0.83,0.77,0.29,0.85,0.74,0.33,0.84,5
0.81,0.92,0.99,0.78,0.94,0.98,0.73,0.34,0.86,0.73,0.33,0.83,0.69,0.38,0.82,5
0.82,0.92,0.99,0.81,0.96,0.98,0.77,0.33,0.86,0.75,0.33,0.84,0.71,0.37,0.83,5
0.83,0.92,0.99,0.84,0.97,0.98,0.77,0.36,0.85,0.74,0.34,0.82,0.69,0.39,0.83,5
0.84,0.93,0.98,0.85,0.96,0.98,0.78,0.36,0.84,0.76,0.34,0.83,0.71,0.38,0.84,5
0.84,0.94,0.98,0.87,0.96,0.98,0.78,0.38,0.85,0.75,0.37,0.82,0.68,0.42,0.84,5
0.85,0.95,0.99,0.85,0.94,0.99,0.76,0.42,0.85,0.72,0.39,0.82,0.66,0.43,0.85,5
0.86,0.96,0.98,0.84,0.94,0.98,0.74,0.44,0.85,0.69,0.42,0.8,0.62,0.48,0.84,5
0.84,0.95,0.94,0.87,0.96,0.99,0.81,0.36,0.85,0.77,0.37,0.83,0.69,0.43,0.86,5
0.86,0.96,0.97,0.85,0.94,0.99,0.76,0.44,0.85,0.7,0.42,0.81,0.62,0.48,0.84,5
0.86,0.94,0.97,0.84,0.93,0.98,0.74,0.46,0.85,0.68,0.43,0.8,0.6,0.5,0.83,5
0.82,0.92,0.92,0.89,0.96,0.99,0.86,0.35,0.86,0.8,0.34,0.86,0.71,0.44,0.85,5
0.81,0.91,0.93,0.91,0.96,1,0.87,0.32,0.87,0.81,0.33,0.86,0.72,0.42,0.86,5
0.82,0.9,0.91,0.92,0.97,0.99,0.89,0.26,0.89,0.79,0.31,0.87,0.7,0.38,0.87,5
0.83,0.91,0.98,0.91,0.97,0.99,0.82,0.34,0.87,0.73,0.38,0.86,0.69,0.41,0.86,5
0.83,0.91,0.97,0.88,0.96,0.99,0.73,0.39,0.9,0.62,0.42,0.86,0.57,0.48,0.89,5
0.81,0.9,0.96,0.87,0.94,0.99,0.74,0.45,0.88,0.63,0.48,0.87,0.57,0.57,0.88,5
0.78,0.92,0.92,0.87,0.86,0.99,0.69,0.44,0.87,0.63,0.47,0.88,0.62,0.51,0.89,5
0.78,0.94,0.91,0.87,0.86,0.98,0.67,0.45,0.84,0.63,0.47,0.88,0.62,0.49,0.89,5
0.79,0.94,0.91,0.87,0.87,0.98,0.68,0.42,0.84,0.64,0.44,0.86,0.62,0.49,0.88,5
0.81,0.91,0.93,0.85,0.87,0.99,0.68,0.42,0.85,0.65,0.43,0.88,0.59,0.52,0.88,5
0.78,0.89,0.95,0.85,0.87,0.99,0.71,0.38,0.85,0.68,0.38,0.86,0.63,0.45,0.87,5
0.79,0.88,0.96,0.86,0.87,0.99,0.73,0.37,0.84,0.71,0.37,0.86,0.66,0.44,0.86,5
0.82,0.88,0.97,0.85,0.91,0.98,0.71,0.37,0.84,0.68,0.37,0.86,0.66,0.42,0.86,5
0.82,0.88,0.97,0.86,0.9,0.99,0.72,0.36,0.85,0.7,0.37,0.88,0.64,0.44,0.87,5
0.81,0.87,0.96,0.86,0.91,0.98,0.73,0.34,0.85,0.71,0.36,0.87,0.66,0.43,0.86,5
0.82,0.87,0.96,0.86,0.92,0.97,0.74,0.34,0.84,0.73,0.34,0.87,0.67,0.44,0.86,5
0.82,0.87,0.96,0.85,0.89,0.98,0.73,0.36,0.85,0.72,0.36,0.88,0.65,0.46,0.86,5
0.81,0.86,0.96,0.84,0.87,0.96,0.75,0.34,0.85,0.74,0.34,0.87,0.69,0.41,0.84,5
0.82,0.86,0.94,0.81,0.36,0.84,0.76,0.32,0.85,0.73,0.35,0.87,0.68,0.43,0.84,5
0.82,0.88,0.94,0.8,0.3,0.85,0.74,0.32,0.84,0.73,0.33,0.86,0.69,0.39,0.83,5
0.83,0.88,0.94,0.79,0.32,0.84,0.74,0.32,0.84,0.74,0.35,0.87,0.7,0.41,0.83,5
0.83,0.87,0.95,0.77,0.35,0.85,0.72,0.36,0.85,0.69,0.41,0.87,0.64,0.48,0.83,5
0.84,0.86,0.93,0.75,0.34,0.85,0.73,0.34,0.85,0.71,0.39,0.86,0.66,0.49,0.83,5
0.83,0.85,0.94,0.76,0.32,0.86,0.76,0.3,0.88,0.74,0.38,0.86,0.68,0.5,0.82,5
0.86,0.87,0.86,0.74,0.28,0.83,0.76,0.27,0.83,0.81,0.24,0.83,0.87,0.19,0.88,6
0.86,0.87,0.86,0.74,0.29,0.83,0.77,0.29,0.82,0.82,0.26,0.83,0.88,0.2,0.89,6
0.87,0.99,0.71,0.8,0.25,0.87,0.83,0.27,0.85,0.89,0.23,0.88,0.91,0.2,0.94,6
0.85,0.99,0.73,0.82,0.21,0.9,0.87,0.22,0.9,0.9,0.21,0.91,0.87,0.21,0.96,6
0.84,0.96,0.68,0.83,0.15,0.93,0.88,0.18,0.92,0.88,0.2,0.92,0.84,0.21,0.96,6
0.86,0.95,0.67,0.83,0.18,0.91,0.88,0.2,0.91,0.89,0.2,0.92,0.83,0.2,0.97,6
0.87,0.98,0.68,0.82,0.23,0.89,0.86,0.23,0.9,0.89,0.21,0.91,0.88,0.18,0.96,6
0.85,0.87,0.85,0.78,0.29,0.85,0.82,0.29,0.84,0.87,0.25,0.87,0.89,0.24,0.93,6
0.85,0.85,0.86,0.75,0.3,0.83,0.78,0.3,0.82,0.83,0.26,0.85,0.88,0.21,0.91,6
0.84,0.96,0.51,0.76,0.28,0.85,0.8,0.3,0.82,0.86,0.26,0.85,0.91,0.2,0.91,6
0.84,0.84,0.61,0.78,0.22,0.88,0.83,0.26,0.86,0.86,0.24,0.89,0.87,0.21,0.93,6
0.86,0.86,0.6,0.78,0.25,0.86,0.83,0.27,0.85,0.87,0.25,0.87,0.9,0.18,0.93,6
0.83,0.89,0.87,0.73,0.31,0.84,0.76,0.32,0.82,0.82,0.28,0.84,0.89,0.22,0.91,6
0.87,0.88,0.87,0.72,0.3,0.8,0.74,0.28,0.82,0.78,0.26,0.81,0.81,0.22,0.86,6
0.88,0.89,0.86,0.71,0.31,0.81,0.72,0.28,0.82,0.75,0.27,0.81,0.77,0.26,0.84,6
0.88,0.88,0.85,0.69,0.32,0.82,0.7,0.29,0.83,0.72,0.28,0.81,0.74,0.28,0.83,6
0.88,0.88,0.84,0.7,0.31,0.82,0.71,0.29,0.83,0.73,0.29,0.81,0.76,0.27,0.85,6
0.86,0.92,0.83,0.71,0.31,0.88,0.71,0.36,0.86,0.75,0.34,0.86,0.81,0.29,0.92,6
0.89,0.94,0.66,0.77,0.29,0.87,0.75,0.33,0.85,0.74,0.36,0.88,0.81,0.29,0.92,6
0.85,0.94,0.57,0.77,0.22,0.91,0.72,0.32,0.91,0.61,0.44,0.92,0.61,0.45,0.95,6
0.87,0.94,0.63,0.78,0.28,0.86,0.74,0.35,0.86,0.71,0.4,0.88,0.73,0.38,0.92,6
0.85,0.89,0.85,0.72,0.33,0.84,0.74,0.32,0.84,0.76,0.29,0.83,0.79,0.26,0.89,6
0.87,0.89,0.85,0.73,0.29,0.81,0.74,0.28,0.83,0.77,0.27,0.81,0.83,0.22,0.86,6
0.91,0.98,0.94,0.75,0.25,0.82,0.79,0.2,0.86,0.84,0.17,0.88,0.91,0.12,0.89,6
0.91,0.98,0.87,0.76,0.23,0.82,0.8,0.19,0.86,0.87,0.15,0.9,0.92,0.09,0.91,6
0.91,0.99,0.88,0.78,0.24,0.83,0.83,0.2,0.86,0.88,0.17,0.9,0.9,0.12,0.93,6
0.9,0.99,0.87,0.78,0.23,0.83,0.82,0.19,0.85,0.89,0.16,0.9,0.92,0.11,0.94,6
0.91,0.99,0.87,0.78,0.21,0.83,0.82,0.16,0.87,0.88,0.13,0.91,0.88,0.08,0.95,6
0.92,0.99,0.88,0.79,0.2,0.85,0.83,0.17,0.88,0.88,0.14,0.91,0.86,0.1,0.95,6
0.92,1,0.88,0.79,0.21,0.86,0.83,0.18,0.89,0.85,0.17,0.91,0.84,0.13,0.95,6
0.92,0.98,0.89,0.8,0.18,0.85,0.85,0.15,0.89,0.9,0.15,0.92,0.87,0.12,0.96,6
0.9,0.97,0.96,0.76,0.21,0.84,0.8,0.19,0.86,0.85,0.17,0.89,0.89,0.11,0.92,6
0.88,0.87,0.82,0.74,0.25,0.84,0.77,0.23,0.84,0.83,0.2,0.86,0.89,0.16,0.91,6
0.86,0.89,0.85,0.7,0.33,0.86,0.7,0.35,0.84,0.73,0.33,0.84,0.74,0.31,0.9,6
0.82,0.91,0.89,0.68,0.37,0.85,0.66,0.42,0.83,0.68,0.39,0.83,0.68,0.38,0.91,6
0.88,0.9,0.7,0.65,0.38,0.82,0.66,0.42,0.81,0.69,0.42,0.84,0.68,0.41,0.89,6
0.88,0.89,0.79,0.73,0.26,0.86,0.79,0.27,0.87,0.75,0.31,0.89,0.67,0.41,0.93,6
0.91,0.87,0.79,0.82,0.09,0.95,0.86,0.16,0.95,0.71,0.3,0.92,0.59,0.42,0.96,6
0.92,0.87,0.77,0.78,0.19,0.89,0.84,0.2,0.9,0.79,0.26,0.9,0.73,0.32,0.95,6
0.9,0.84,0.73,0.75,0.23,0.88,0.82,0.23,0.9,0.82,0.24,0.9,0.78,0.26,0.95,6
0.87,0.93,0.63,0.79,0.19,0.9,0.85,0.22,0.88,0.88,0.22,0.88,0.84,0.23,0.95,6
0.89,0.92,0.62,0.82,0.15,0.92,0.88,0.18,0.91,0.9,0.2,0.9,0.85,0.19,0.96,6
0.87,0.94,0.6,0.81,0.23,0.87,0.88,0.21,0.87,0.91,0.21,0.88,0.86,0.2,0.94,6
0.86,0.87,0.62,0.81,0.16,0.91,0.88,0.18,0.9,0.89,0.19,0.9,0.83,0.22,0.95,6
0.88,0.93,0.58,0.7,0.31,0.83,0.75,0.32,0.82,0.81,0.29,0.85,0.86,0.23,0.91,6
0.87,0.84,0.59,0.68,0.36,0.82,0.68,0.4,0.81,0.72,0.37,0.83,0.72,0.37,0.88,6
0.83,0.78,0.7,0.7,0.32,0.82,0.75,0.33,0.82,0.8,0.31,0.85,0.88,0.24,0.9,6
0.85,0.82,0.75,0.75,0.24,0.87,0.78,0.27,0.88,0.74,0.32,0.9,0.76,0.31,0.93,6
0.9,0.85,0.75,0.75,0.21,0.89,0.81,0.22,0.91,0.78,0.26,0.91,0.74,0.29,0.95,6
0.89,0.84,0.69,0.75,0.25,0.86,0.8,0.27,0.86,0.81,0.28,0.87,0.82,0.26,0.93,6
0.82,0.95,0.88,0.53,0.46,0.58,0.6,0.38,0.46,0.61,0.37,0.54,0.57,0.43,0.62,6
0.82,0.94,0.89,0.54,0.43,0.62,0.63,0.35,0.48,0.63,0.34,0.53,0.61,0.39,0.65,6
0.83,0.95,0.9,0.51,0.45,0.6,0.6,0.37,0.48,0.61,0.35,0.55,0.61,0.38,0.65,6
0.82,0.95,0.89,0.52,0.45,0.58,0.6,0.37,0.46,0.6,0.36,0.54,0.59,0.4,0.66,6
0.82,0.95,0.9,0.5,0.49,0.57,0.6,0.38,0.45,0.6,0.37,0.5,0.57,0.43,0.63,6
0.82,0.95,0.88,0.52,0.46,0.54,0.62,0.36,0.45,0.6,0.37,0.51,0.6,0.39,0.66,6
0.83,0.95,0.9,0.48,0.5,0.54,0.55,0.42,0.43,0.57,0.39,0.5,0.55,0.44,0.59,6
0.82,0.95,0.86,0.48,0.5,0.51,0.55,0.42,0.42,0.58,0.38,0.53,0.58,0.41,0.64,6
0.8,0.95,0.88,0.46,0.53,0.5,0.52,0.45,0.36,0.51,0.44,0.47,0.54,0.43,0.63,6
0.78,0.96,0.86,0.49,0.53,0.42,0.51,0.46,0.33,0.51,0.45,0.44,0.53,0.45,0.67,6
0.79,0.94,0.85,0.47,0.53,0.31,0.49,0.5,0.25,0.5,0.47,0.37,0.46,0.51,0.58,6
0.81,0.96,0.84,0.51,0.48,0.48,0.54,0.44,0.33,0.56,0.39,0.45,0.57,0.4,0.64,6
0.81,0.95,0.86,0.55,0.44,0.51,0.61,0.37,0.42,0.62,0.34,0.55,0.62,0.36,0.7,6
0.82,0.95,0.84,0.57,0.41,0.63,0.66,0.32,0.54,0.67,0.3,0.61,0.68,0.31,0.73,6
0.82,0.94,0.84,0.58,0.39,0.62,0.66,0.32,0.55,0.67,0.31,0.61,0.69,0.32,0.74,6
0.83,0.93,0.83,0.62,0.33,0.75,0.66,0.31,0.66,0.69,0.29,0.72,0.71,0.31,0.8,6
0.85,0.88,0.86,0.65,0.32,0.74,0.67,0.32,0.73,0.68,0.32,0.75,0.67,0.37,0.82,6
0.81,0.88,0.85,0.68,0.31,0.77,0.69,0.31,0.76,0.7,0.32,0.76,0.7,0.36,0.8,6
0.82,0.78,0.95,0.7,0.29,0.8,0.68,0.3,0.79,0.65,0.34,0.77,0.6,0.41,0.82,6
0.84,0.85,0.94,0.7,0.29,0.78,0.68,0.29,0.76,0.66,0.33,0.77,0.61,0.4,0.83,6
0.82,0.91,0.88,0.71,0.28,0.77,0.7,0.29,0.76,0.66,0.35,0.74,0.67,0.38,0.8,6
0.84,0.9,0.89,0.71,0.27,0.79,0.7,0.28,0.78,0.65,0.35,0.77,0.65,0.38,0.82,6
0.85,0.89,0.93,0.7,0.28,0.8,0.69,0.29,0.78,0.66,0.33,0.78,0.61,0.41,0.84,6
0.82,0.83,0.93,0.74,0.26,0.84,0.7,0.3,0.81,0.68,0.3,0.84,0.69,0.28,0.87,6
