angle01,angle02,angle03,angle11,angle12,angle13,angle21,angle22,angle23,angle31,angle32,angle33,angle41,angle42,angle43,label_id
0.79,0.92,0.83,0.64,0.31,0.73,0.63,0.34,0.7,0.65,0.34,0.74,0.66,0.36,0.82,6
0.86,0.92,0.99,0.94,0.99,0.98,0.96,0.98,0.98,0.94,0.99,0.98,0.94,0.98,0.98,0
0.83,0.93,1,0.93,0.98,0.98,0.96,0.98,0.99,0.94,0.99,0.98,0.93,0.98,0.98,0
0.81,0.92,0.99,0.93,0.97,0.98,0.96,0.98,0.98,0.94,0.98,0.98,0.92,0.98,0.98,0
0.82,0.92,0.98,0.91,0.96,0.98,0.96,0.97,0.98,0.94,0.97,0.97,0.91,0.96,0.97,0
0.81,0.91,0.98,0.91,0.96,0.98,0.95,0.97,0.98,0.94,0.97,0.97,0.91,0.97,0.97,0
0.79,0.91,0.98,0.9,0.96,0.98,0.94,0.97,0.98,0.94,0.98,0.98,0.91,0.98,0.98,0
0.8,0.91,0.98,0.91,0.97,0.98,0.94,0.97,0.98,0.94,0.98,0.98,0.92,0.98,0.98,0
0.81,0.91,0.99,0.92,0.97,0.98,0.94,0.97,0.98,0.93,0.98,0.98,0.91,0.98,0.98,0
0.8,0.91,1,0.89,0.96,0.98,0.94,0.97,0.98,0.93,0.97,0.97,0.91,0.97,0.98,0
0.8,0.91,0.99,0.91,0.97,0.98,0.94,0.97,0.98,0.93,0.97,0.97,0.9,0.96,0.97,0
0.78,0.91,0.98,0.91,0.97,0.98,0.95,0.97,0.98,0.93,0.97,0.97,0.9,0.96,0.97,0
0.78,0.92,0.98,0.92,0.97,0.98,0.97,0.97,0.98,0.94,0.97,0.98,0.9,0.96,0.97,0
0.78,0.92,0.99,0.92,0.97,0.98,0.96,0.97,0.98,0.94,0.98,0.98,0.89,0.96,0.98,0
0.78,0.92,0.98,0.91,0.97,0.98,0.96,0.97,0.99,0.94,0.98,0.98,0.91,0.98,0.98,0
0.78,0.93,0.99,0.91,0.97,0.98,0.96,0.98,0.99,0.94,0.99,0.99,0.91,0.98,0.99,0
0.78,0.93,0.99,0.92,0.97,0.98,0.96,0.98,0.98,0.94,0.98,0.98,0.91,0.98,0.99,0
0.78,0.91,0.97,0.91,0.97,0.98,0.96,0.97,0.98,0.94,0.97,0.98,0.89,0.96,0.98,0
0.78,0.91,0.98,0.92,0.97,0.98,0.97,0.97,0.98,0.95,0.98,0.98,0.9,0.96,0.98,0
0.78,0.92,0.98,0.91,0.96,0.98,0.97,0.97,0.98,0.94,0.97,0.98,0.89,0.95,0.98,0
0.78,0.93,0.98,0.91,0.96,0.98,0.96,0.97,0.98,0.95,0.97,0.98,0.89,0.96,0.98,0
0.78,0.91,0.98,0.91,0.97,0.98,0.97,0.97,0.98,0.95,0.98,0.98,0.9,0.96,0.98,0
0.76,0.91,0.97,0.89,0.97,0.98,0.96,0.97,0.98,0.95,0.98,0.98,0.89,0.94,0.97,0
0.77,0.92,0.96,0.89,0.97,0.98,0.95,0.97,0.99,0.94,0.98,0.99,0.9,0.97,0.99,0
0.77,0.91,0.96,0.9,0.97,0.98,0.94,0.98,0.99,0.94,0.99,0.99,0.91,0.98,0.99,0
0.8,0.94,0.99,0.91,0.97,0.98,0.95,0.98,0.99,0.94,0.99,0.99,0.92,0.98,0.99,0
0.82,0.9,0.97,0.88,0.38,0.78,0.94,0.25,0.89,0.92,0.32,0.82,0.88,0.32,0.86,1
0.82,0.9,0.97,0.88,0.45,0.73,0.94,0.27,0.87,0.92,0.33,0.8,0.88,0.33,0.84,1
0.82,0.9,0.98,0.88,0.35,0.81,0.94,0.23,0.89,0.92,0.28,0.84,0.88,0.3,0.86,1
0.82,0.89,0.98,0.88,0.48,0.71,0.94,0.28,0.87,0.92,0.34,0.82,0.88,0.33,0.84,1
0.83,0.88,0.98,0.88,0.59,0.61,0.94,0.31,0.85,0.93,0.35,0.79,0.88,0.32,0.85,1
0.83,0.88,0.98,0.88,0.56,0.62,0.94,0.29,0.86,0.93,0.33,0.81,0.88,0.32,0.85,1
0.84,0.88,0.97,0.89,0.49,0.68,0.95,0.24,0.88,0.93,0.28,0.85,0.88,0.29,0.86,1
0.83,0.88,0.96,0.88,0.41,0.77,0.94,0.26,0.89,0.92,0.3,0.85,0.88,0.32,0.86,1
0.85,0.86,0.92,0.88,0.4,0.77,0.94,0.25,0.89,0.92,0.28,0.86,0.88,0.29,0.87,1
0.84,0.87,0.91,0.88,0.26,0.88,0.94,0.2,0.92,0.92,0.24,0.88,0.88,0.27,0.88,1
0.84,0.86,0.9,0.88,0.24,0.89,0.94,0.19,0.91,0.93,0.23,0.88,0.89,0.24,0.89,1
0.84,0.86,0.91,0.88,0.37,0.79,0.94,0.23,0.88,0.93,0.27,0.83,0.89,0.26,0.87,1
0.83,0.87,0.91,0.88,0.27,0.86,0.94,0.19,0.92,0.93,0.24,0.86,0.9,0.25,0.88,1
0.82,0.87,0.91,0.87,0.47,0.71,0.94,0.27,0.86,0.94,0.31,0.8,0.9,0.32,0.83,1
0.83,0.86,0.91,0.87,0.47,0.71,0.94,0.32,0.83,0.94,0.35,0.78,0.9,0.31,0.84,1
0.84,0.85,0.91,0.86,0.42,0.75,0.93,0.26,0.87,0.93,0.25,0.87,0.89,0.25,0.88,1
0.84,0.85,0.91,0.86,0.4,0.76,0.93,0.27,0.86,0.93,0.25,0.86,0.89,0.25,0.88,1
0.84,0.87,0.89,0.87,0.26,0.86,0.94,0.19,0.9,0.94,0.23,0.87,0.9,0.24,0.89,1
0.84,0.87,0.91,0.87,0.19,0.88,0.94,0.14,0.93,0.94,0.17,0.91,0.91,0.19,0.92,1
0.83,0.87,0.88,0.85,0.23,0.84,0.92,0.17,0.89,0.95,0.19,0.88,0.92,0.18,0.92,1
0.83,0.88,0.87,0.84,0.23,0.84,0.92,0.17,0.89,0.94,0.19,0.88,0.91,0.2,0.91,1
0.83,0.86,0.87,0.84,0.44,0.68,0.91,0.24,0.84,0.93,0.24,0.84,0.9,0.27,0.86,1
0.84,0.86,0.83,0.83,0.52,0.64,0.91,0.28,0.83,0.93,0.26,0.85,0.9,0.25,0.88,1
0.82,0.87,0.88,0.84,0.52,0.64,0.91,0.29,0.83,0.93,0.26,0.86,0.9,0.25,0.89,1
0.83,0.87,0.87,0.82,0.4,0.72,0.9,0.27,0.82,0.93,0.25,0.84,0.91,0.22,0.9,1
0.88,0.92,0.83,0.88,0.88,0.81,0.92,0.54,0.67,0.87,0.47,0.79,0.79,0.53,0.81,2
0.88,0.92,0.81,0.87,0.89,0.84,0.92,0.58,0.66,0.87,0.48,0.79,0.8,0.53,0.81,2
0.9,0.89,0.82,0.86,0.86,0.74,0.91,0.66,0.63,0.88,0.53,0.76,0.82,0.54,0.77,2
0.88,0.91,0.84,0.86,0.89,0.86,0.9,0.74,0.55,0.89,0.48,0.76,0.84,0.48,0.77,2
0.87,0.89,0.84,0.85,0.92,0.9,0.89,0.81,0.51,0.89,0.42,0.77,0.84,0.39,0.81,2
0.84,0.89,0.88,0.83,0.9,0.85,0.87,0.84,0.58,0.87,0.57,0.68,0.83,0.44,0.78,2
0.83,0.91,0.91,0.86,0.91,0.88,0.88,0.85,0.61,0.88,0.54,0.69,0.83,0.43,0.79,2
0.82,0.91,0.92,0.84,0.9,0.86,0.88,0.84,0.61,0.87,0.57,0.67,0.83,0.46,0.77,2
0.82,0.91,0.9,0.85,0.9,0.88,0.87,0.82,0.64,0.87,0.52,0.72,0.82,0.44,0.79,2
0.82,0.91,0.91,0.86,0.91,0.88,0.88,0.84,0.61,0.87,0.48,0.74,0.83,0.41,0.81,2
0.83,0.91,0.9,0.86,0.92,0.87,0.88,0.84,0.56,0.88,0.52,0.71,0.83,0.41,0.81,2
0.83,0.91,0.9,0.86,0.92,0.89,0.88,0.85,0.61,0.88,0.49,0.73,0.83,0.41,0.82,2
0.82,0.91,0.91,0.86,0.91,0.89,0.88,0.83,0.62,0.87,0.5,0.73,0.83,0.42,0.82,2
0.82,0.91,0.9,0.85,0.91,0.88,0.88,0.84,0.59,0.87,0.51,0.72,0.83,0.42,0.81,2
0.83,0.91,0.9,0.86,0.91,0.88,0.88,0.84,0.58,0.88,0.51,0.71,0.83,0.42,0.81,2
0.84,0.91,0.89,0.86,0.91,0.88,0.88,0.84,0.59,0.88,0.49,0.73,0.83,0.41,0.81,2
0.82,0.92,0.91,0.85,0.91,0.88,0.87,0.82,0.62,0.87,0.49,0.74,0.82,0.41,0.82,2
0.82,0.91,0.9,0.85,0.91,0.87,0.88,0.83,0.57,0.87,0.49,0.73,0.82,0.42,0.82,2
0.83,0.91,0.9,0.85,0.91,0.86,0.87,0.83,0.59,0.87,0.54,0.71,0.82,0.45,0.8,2
0.83,0.91,0.9,0.85,0.91,0.87,0.87,0.82,0.61,0.87,0.56,0.69,0.83,0.44,0.79,2
0.83,0.91,0.89,0.85,0.92,0.89,0.88,0.84,0.63,0.87,0.51,0.72,0.83,0.42,0.82,2
0.84,0.91,0.89,0.86,0.92,0.87,0.89,0.85,0.56,0.88,0.49,0.72,0.83,0.4,0.82,2
0.83,0.91,0.89,0.86,0.92,0.87,0.88,0.84,0.58,0.88,0.5,0.71,0.83,0.41,0.81,2
0.84,0.91,0.88,0.85,0.91,0.87,0.88,0.85,0.59,0.88,0.53,0.69,0.83,0.42,0.79,2
0.83,0.91,0.88,0.85,0.91,0.86,0.88,0.85,0.56,0.88,0.56,0.68,0.83,0.44,0.79,2
0.79,0.88,0.95,0.88,0.64,0.78,0.89,0.71,0.78,0.87,0.71,0.82,0.84,0.68,0.85,3
0.79,0.89,0.95,0.89,0.64,0.78,0.89,0.7,0.77,0.86,0.71,0.82,0.83,0.69,0.86,3
0.81,0.89,0.94,0.9,0.62,0.79,0.88,0.67,0.78,0.86,0.69,0.82,0.83,0.69,0.86,3
0.8,0.88,0.95,0.89,0.63,0.78,0.88,0.7,0.76,0.86,0.72,0.81,0.82,0.72,0.85,3
0.82,0.89,0.96,0.9,0.61,0.79,0.89,0.62,0.78,0.87,0.64,0.83,0.83,0.67,0.87,3
0.81,0.89,0.94,0.9,0.59,0.79,0.89,0.63,0.78,0.86,0.64,0.83,0.82,0.66,0.86,3
0.81,0.88,0.95,0.9,0.62,0.78,0.89,0.67,0.76,0.86,0.68,0.82,0.83,0.7,0.85,3
0.8,0.87,0.95,0.91,0.64,0.78,0.89,0.68,0.75,0.87,0.68,0.82,0.84,0.7,0.84,3
0.81,0.88,0.94,0.9,0.63,0.79,0.88,0.66,0.77,0.86,0.68,0.81,0.83,0.71,0.84,3
0.79,0.87,0.94,0.89,0.67,0.81,0.88,0.68,0.77,0.86,0.7,0.82,0.82,0.72,0.84,3
0.79,0.87,0.95,0.88,0.65,0.81,0.88,0.68,0.77,0.87,0.7,0.82,0.83,0.72,0.85,3
0.78,0.88,0.94,0.89,0.68,0.82,0.88,0.71,0.77,0.87,0.71,0.84,0.82,0.74,0.87,3
0.8,0.88,0.94,0.91,0.59,0.81,0.88,0.61,0.78,0.86,0.65,0.82,0.82,0.68,0.84,3
0.79,0.88,0.94,0.89,0.63,0.8,0.9,0.69,0.77,0.89,0.69,0.81,0.86,0.72,0.85,3
0.81,0.87,0.96,0.91,0.61,0.81,0.87,0.61,0.8,0.85,0.61,0.85,0.83,0.64,0.84,3
0.8,0.88,0.96,0.89,0.65,0.79,0.89,0.72,0.77,0.87,0.7,0.83,0.84,0.71,0.86,3
0.82,0.88,0.97,0.92,0.64,0.79,0.87,0.63,0.79,0.86,0.66,0.84,0.84,0.67,0.83,3
0.81,0.87,0.95,0.89,0.67,0.82,0.86,0.67,0.81,0.85,0.67,0.86,0.83,0.69,0.86,3
0.81,0.89,0.98,0.91,0.67,0.81,0.87,0.65,0.8,0.87,0.65,0.86,0.86,0.68,0.86,3
0.8,0.9,0.96,0.9,0.68,0.81,0.88,0.61,0.81,0.87,0.61,0.87,0.86,0.64,0.86,3
0.8,0.91,0.97,0.91,0.66,0.81,0.89,0.58,0.83,0.87,0.59,0.87,0.86,0.62,0.86,3
0.8,0.93,0.97,0.91,0.73,0.86,0.88,0.6,0.83,0.87,0.61,0.86,0.86,0.66,0.84,3
0.82,0.93,0.97,0.89,0.76,0.88,0.87,0.62,0.84,0.87,0.62,0.83,0.87,0.67,0.81,3
0.83,0.93,0.94,0.91,0.77,0.9,0.88,0.59,0.87,0.89,0.53,0.84,0.91,0.67,0.73,3
0.85,0.96,0.94,0.94,0.83,0.91,0.91,0.6,0.82,0.91,0.51,0.82,0.91,0.66,0.71,3
0.83,0.92,0.92,0.83,0.91,0.95,0.88,0.91,0.92,0.92,0.92,0.97,0.91,0.93,0.99,4
0.83,0.91,0.92,0.83,0.92,0.97,0.89,0.92,0.94,0.93,0.93,0.98,0.91,0.94,0.99,4
0.83,0.91,0.92,0.83,0.91,0.96,0.89,0.91,0.93,0.93,0.93,0.98,0.91,0.93,0.99,4
0.82,0.92,0.92,0.84,0.91,0.94,0.89,0.91,0.92,0.93,0.93,0.97,0.91,0.93,0.98,4
0.82,0.92,0.92,0.84,0.91,0.94,0.9,0.91,0.92,0.93,0.92,0.97,0.91,0.93,0.98,4
0.81,0.92,0.93,0.86,0.91,0.96,0.91,0.91,0.93,0.94,0.92,0.97,0.91,0.93,0.97,4
0.81,0.91,0.93,0.85,0.92,0.96,0.92,0.91,0.92,0.95,0.92,0.96,0.91,0.92,0.96,4
0.8,0.92,0.93,0.86,0.91,0.96,0.92,0.89,0.91,0.95,0.89,0.93,0.91,0.91,0.95,4
0.79,0.92,0.93,0.86,0.91,0.96,0.93,0.89,0.91,0.95,0.9,0.94,0.9,0.91,0.96,4
0.79,0.92,0.93,0.86,0.91,0.96,0.93,0.89,0.91,0.96,0.89,0.93,0.9,0.91,0.96,4
0.79,0.92,0.93,0.87,0.92,0.97,0.93,0.91,0.92,0.96,0.91,0.94,0.91,0.92,0.96,4
0.79,0.92,0.94,0.87,0.92,0.97,0.94,0.91,0.91,0.96,0.91,0.94,0.9,0.92,0.97,4
0.79,0.92,0.94,0.88,0.93,0.97,0.95,0.93,0.93,0.96,0.94,0.97,0.9,0.93,0.97,4
0.79,0.91,0.94,0.88,0.93,0.97,0.96,0.93,0.92,0.96,0.92,0.93,0.89,0.92,0.96,4
0.79,0.92,0.95,0.89,0.92,0.95,0.96,0.92,0.89,0.95,0.92,0.91,0.9,0.92,0.94,4
0.77,0.91,0.95,0.89,0.92,0.96,0.96,0.93,0.91,0.94,0.92,0.87,0.87,0.84,0.83,4
0.78,0.91,0.94,0.89,0.94,0.97,0.97,0.93,0.92,0.94,0.91,0.88,0.88,0.87,0.88,4
0.79,0.91,0.95,0.9,0.94,0.97,0.97,0.92,0.92,0.93,0.89,0.85,0.88,0.83,0.84,4
0.78,0.91,0.96,0.9,0.93,0.96,0.96,0.89,0.87,0.93,0.87,0.82,0.87,0.85,0.86,4
0.79,0.9,0.96,0.91,0.91,0.94,0.96,0.85,0.84,0.92,0.84,0.81,0.87,0.85,0.86,4
0.79,0.91,0.96,0.9,0.89,0.93,0.94,0.84,0.83,0.92,0.82,0.75,0.86,0.82,0.82,4
0.8,0.91,0.96,0.91,0.9,0.93,0.96,0.86,0.82,0.92,0.85,0.78,0.87,0.86,0.83,4
0.8,0.91,0.95,0.91,0.9,0.94,0.95,0.85,0.84,0.92,0.84,0.77,0.87,0.84,0.81,4
0.79,0.9,0.94,0.91,0.92,0.95,0.96,0.89,0.91,0.92,0.89,0.86,0.87,0.88,0.87,4
0.8,0.91,0.94,0.9,0.89,0.93,0.95,0.84,0.85,0.91,0.84,0.79,0.86,0.84,0.81,4
0.82,0.87,0.96,0.73,0.32,0.87,0.73,0.32,0.88,0.72,0.37,0.87,0.66,0.45,0.83,5
0.83,0.88,0.97,0.73,0.34,0.87,0.73,0.33,0.88,0.73,0.38,0.86,0.68,0.45,0.82,5
0.83,0.88,0.97,0.74,0.33,0.88,0.74,0.34,0.89,0.74,0.4,0.86,0.68,0.48,0.81,5
0.83,0.88,0.97,0.75,0.32,0.88,0.74,0.33,0.89,0.74,0.39,0.86,0.69,0.47,0.79,5
0.83,0.89,0.97,0.74,0.34,0.87,0.74,0.34,0.89,0.74,0.4,0.86,0.69,0.48,0.8,5
0.83,0.89,0.97,0.78,0.36,0.86,0.77,0.34,0.88,0.76,0.4,0.86,0.7,0.48,0.81,5
0.83,0.88,0.97,0.77,0.28,0.88,0.76,0.31,0.89,0.75,0.38,0.86,0.7,0.47,0.8,5
0.83,0.88,0.97,0.77,0.29,0.87,0.77,0.31,0.88,0.76,0.38,0.86,0.7,0.47,0.8,5
0.84,0.88,0.96,0.77,0.28,0.87,0.77,0.31,0.88,0.76,0.38,0.86,0.71,0.48,0.79,5
0.84,0.88,0.96,0.77,0.26,0.87,0.78,0.28,0.88,0.78,0.34,0.85,0.73,0.43,0.79,5
0.84,0.88,0.96,0.78,0.29,0.87,0.79,0.29,0.87,0.79,0.34,0.86,0.73,0.43,0.81,5
0.86,0.91,0.95,0.81,0.29,0.86,0.79,0.29,0.86,0.79,0.33,0.85,0.75,0.41,0.79,5
0.86,0.89,0.93,0.8,0.33,0.86,0.77,0.29,0.86,0.76,0.34,0.86,0.73,0.41,0.81,5
0.85,0.89,0.93,0.86,0.79,0.97,0.77,0.32,0.83,0.76,0.34,0.85,0.72,0.41,0.81,5
0.83,0.9,0.96,0.84,0.64,0.96,0.77,0.3,0.85,0.75,0.33,0.86,0.73,0.37,0.84,5
0.81,0.9,0.96,0.85,0.92,0.94,0.77,0.31,0.84,0.73,0.33,0.84,0.7,0.37,0.84,5
0.8,0.91,0.95,0.84,0.93,0.93,0.73,0.32,0.82,0.7,0.34,0.79,0.69,0.36,0.83,5
0.81,0.89,0.95,0.86,0.93,0.96,0.76,0.31,0.83,0.73,0.33,0.81,0.69,0.36,0.84,5
0.8,0.91,0.93,0.86,0.91,0.98,0.72,0.35,0.81,0.69,0.35,0.8,0.66,0.39,0.86,5
0.81,0.91,0.92,0.86,0.91,0.99,0.73,0.37,0.81,0.7,0.36,0.83,0.66,0.42,0.86,5
0.8,0.93,0.9,0.87,0.89,0.99,0.7,0.41,0.81,0.67,0.39,0.84,0.64,0.44,0.89,5
0.79,0.93,0.91,0.87,0.89,0.98,0.72,0.4,0.83,0.69,0.4,0.86,0.66,0.46,0.88,5
0.79,0.93,0.92,0.88,0.91,0.98,0.72,0.39,0.83,0.69,0.39,0.87,0.67,0.44,0.89,5
0.8,0.91,0.96,0.84,0.91,0.97,0.77,0.31,0.85,0.72,0.34,0.86,0.67,0.41,0.89,5
0.81,0.88,0.91,0.81,0.94,0.97,0.74,0.35,0.87,0.68,0.37,0.86,0.61,0.48,0.87,5
0.82,0.93,0.89,0.6,0.35,0.71,0.64,0.33,0.59,0.67,0.31,0.63,0.63,0.37,0.72,6
0.83,0.96,0.91,0.52,0.44,0.63,0.6,0.37,0.49,0.61,0.36,0.55,0.54,0.46,0.63,6
0.82,0.95,0.89,0.46,0.52,0.52,0.49,0.46,0.4,0.48,0.46,0.48,0.5,0.48,0.6,6
0.79,0.96,0.87,0.39,0.59,0.4,0.41,0.56,0.34,0.39,0.56,0.42,0.39,0.58,0.59,6
0.83,0.95,0.88,0.44,0.56,0.45,0.52,0.46,0.38,0.54,0.43,0.46,0.54,0.45,0.62,6
0.82,0.95,0.89,0.52,0.46,0.57,0.58,0.4,0.43,0.6,0.36,0.56,0.58,0.41,0.66,6
0.84,0.95,0.87,0.56,0.39,0.7,0.64,0.31,0.6,0.65,0.3,0.65,0.65,0.33,0.74,6
0.84,0.95,0.9,0.62,0.32,0.72,0.67,0.27,0.62,0.68,0.27,0.64,0.66,0.31,0.74,6
0.81,0.96,0.93,0.63,0.32,0.73,0.65,0.29,0.7,0.64,0.31,0.69,0.68,0.29,0.78,6
0.81,0.95,0.94,0.63,0.32,0.72,0.66,0.28,0.65,0.66,0.29,0.67,0.68,0.28,0.77,6
0.83,0.94,0.89,0.64,0.3,0.73,0.68,0.26,0.64,0.67,0.27,0.65,0.69,0.28,0.77,6
0.84,0.95,0.88,0.61,0.35,0.69,0.68,0.28,0.57,0.69,0.28,0.63,0.69,0.3,0.74,6
0.84,0.95,0.88,0.55,0.41,0.65,0.64,0.33,0.53,0.65,0.31,0.62,0.65,0.34,0.71,6
0.83,0.94,0.84,0.49,0.48,0.58,0.58,0.39,0.49,0.61,0.35,0.6,0.59,0.41,0.67,6
0.85,0.93,0.9,0.46,0.54,0.49,0.5,0.48,0.43,0.54,0.44,0.53,0.49,0.54,0.63,6
0.84,0.94,0.85,0.47,0.5,0.6,0.51,0.45,0.49,0.56,0.41,0.57,0.55,0.46,0.67,6
0.83,0.93,0.87,0.56,0.41,0.68,0.62,0.36,0.54,0.63,0.34,0.61,0.6,0.4,0.67,6
0.83,0.95,0.85,0.58,0.36,0.72,0.63,0.31,0.62,0.67,0.3,0.67,0.67,0.32,0.78,6
0.84,0.95,0.92,0.54,0.41,0.62,0.63,0.33,0.48,0.64,0.31,0.55,0.62,0.36,0.65,6
0.82,0.97,0.88,0.59,0.37,0.57,0.65,0.31,0.41,0.63,0.32,0.5,0.62,0.34,0.65,6
0.83,0.95,0.88,0.54,0.47,0.41,0.61,0.38,0.37,0.63,0.33,0.53,0.57,0.41,0.62,6
0.83,0.92,0.82,0.59,0.37,0.65,0.63,0.33,0.61,0.64,0.32,0.67,0.69,0.3,0.78,6
0.82,0.9,0.88,0.63,0.32,0.78,0.64,0.32,0.82,0.67,0.31,0.83,0.71,0.29,0.86,6
0.77,0.93,0.93,0.76,0.24,0.85,0.73,0.24,0.83,0.71,0.27,0.82,0.7,0.29,0.83,6
0.77,0.93,0.93,0.77,0.22,0.86,0.74,0.25,0.83,0.69,0.31,0.8,0.72,0.28,0.83,6
